;empresa_nome;receita_milhao;cidade;uf;empresa_href;descricao;industria
609;Cical Ind. E Com. De Produtos Alimenticios Ltda;0.43;Ji-parana;Rondonia;https://www.dnb.com/business-directory/company-profiles.cical_ind_e_com_de_produtos_alimenticios_ltda.d2849182677e0789a1b902b116535ca1.html;CICAL IND. E COM. DE PRODUTOS ALIMENTICIOS LTDA is located in JI-PARANA, RONDONIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
610;D. Mais Alimentos Ltda;0.43;Apucarana;Parana;https://www.dnb.com/business-directory/company-profiles.d_mais_alimentos_ltda.9696892bc28e2be5f2f653277af68d3d.html;D. MAIS ALIMENTOS LTDA is located in APUCARANA, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
611;Torrefacao De Cafe Da Tulha Ltda;0.43;Terra Roxa;Parana;https://www.dnb.com/business-directory/company-profiles.torrefacao_de_cafe_da_tulha_ltda.314a2adb4a7b783a122cda3918049905.html;TORREFACAO DE CAFE DA TULHA LTDA is located in TERRA ROXA, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
612;Ws - Torrefacao Importacao Exportacao E Comercio De Cafe Ltda;0.43;Sao Sebastiao Da Grama;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.ws_-_torrefacao_importacao_exportacao_e_comercio_de_cafe_ltda.bb1180b8f84b3fc56657c0ff5b868062.html;WS - TORREFACAO IMPORTACAO EXPORTACAO E COMERCIO DE CAFE LTDA is located in SAO SEBASTIAO DA GRAMA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
613;Agroindustria Quinta Sao Jose Ltda;0.43;Ouro Fino;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.agroindustria_quinta_sao_jose_ltda.0167b78cc3d27eaf8d3d6e6b78984b2b.html;AGROINDUSTRIA QUINTA SAO JOSE LTDA is located in OURO FINO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
614;Dugomes Industria E Comercio De Produtos Alimenticios Ltda;0.43;Envira;Amazonas;https://www.dnb.com/business-directory/company-profiles.dugomes_industria_e_comercio_de_produtos_alimenticios_ltda.1b0e4a9b763c1e8d5c1e1a6a3846944c.html;DUGOMES INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA is located in ENVIRA, AMAZONAS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
615;Cafe Seu Luis Ltda;0.43;Chapadinha;Maranhao;https://www.dnb.com/business-directory/company-profiles.cafe_seu_luis_ltda.bc7ea047c05c0ee8cf32b1835b96ca22.html;CAFE SEU LUIS LTDA is located in CHAPADINHA, MARANHAO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
616;L G C Industria E Comercio De Alimentos Ltda;0.43;Venda Nova Do Imigrante;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.l_g_c_industria_e_comercio_de_alimentos_ltda.5008eac8b4c6688ad7430ea707cc393f.html;L G C INDUSTRIA E COMERCIO DE ALIMENTOS LTDA is located in VENDA NOVA DO IMIGRANTE, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
617;Sossai Altoe Comercio Exportacao E Importacao Ltda;0.43;Venda Nova Do Imigrante;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.sossai_altoe_comercio_exportacao_e_importacao_ltda.b4c8d9029f40a5927d5eadf38e4d66aa.html;SOSSAI ALTOE COMERCIO EXPORTACAO E IMPORTACAO LTDA is located in VENDA NOVA DO IMIGRANTE, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
618;Amanhecer Comercio De Cafe Ltda;0.43;Tres Pontas;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.amanhecer_comercio_de_cafe_ltda.17d3a75ea54a8c5222e60a3bfdebfcfc.html;AMANHECER COMERCIO DE CAFE LTDA is located in TRES PONTAS, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
619;Gracyra Maria Miguel Da Costa;0.43;Serrania;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.gracyra_maria_miguel_da_costa.3b3aa844d1d2e4f8e93c59af55e8bceb.html;GRACYRA MARIA MIGUEL DA COSTA is located in SERRANIA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
620;Rocha Dias E Cia. Ltda;0.43;Vitoria Da Conquista;Bahia;https://www.dnb.com/business-directory/company-profiles.rocha_dias_e_cia_ltda.e79fa793841584dea25ae743e760d332.html;ROCHA DIAS E CIA. LTDA is located in VITORIA DA CONQUISTA, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
621;Hidalgo & Velozo Ltda;0.43;Senador Guiomard;Acre;https://www.dnb.com/business-directory/company-profiles.hidalgo__velozo_ltda.7b001199921cffc669a7b89bb4e2528f.html;HIDALGO & VELOZO LTDA is located in SENADOR GUIOMARD, ACRE, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
622;Boa Vista Industria De Torrefacao Ltda;0.43;Sao Francisco Do Gloria;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.boa_vista_industria_de_torrefacao_ltda.6abbbdf2fac54f054fb9498d37d3d3d1.html;BOA VISTA INDUSTRIA DE TORREFACAO LTDA is located in SAO FRANCISCO DO GLORIA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
623;Torrefacao E Moagem De Cafe Zem 23 Ltda;0.43;Goiania;Goias;https://www.dnb.com/business-directory/company-profiles.torrefacao_e_moagem_de_cafe_zem_23_ltda.c09663c5ca17fd409ee81faae26a097b.html;TORREFACAO E MOAGEM DE CAFE ZEM 23 LTDA is located in GOIANIA, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
624;Industria De Cafe Araguaia Ltda;0.43;Goiania;Goias;https://www.dnb.com/business-directory/company-profiles.industria_de_cafe_araguaia_ltda.5a25bb8610c48056bcbb18984771772a.html;INDUSTRIA DE CAFE ARAGUAIA LTDA is located in GOIANIA, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
625;Sulcafe Exportacao E Importacao Ltda;0.43;Santa Fe Do Sul;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.sulcafe_exportacao_e_importacao_ltda.8ffb0ccf311df3aec9e63fa004704d14.html;SULCAFE EXPORTACAO E IMPORTACAO LTDA is located in SANTA FE DO SUL, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
626;Fazenda De Cafe Santa Maria De Camanducaia Ltda;0.43;Camanducaia;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.fazenda_de_cafe_santa_maria_de_camanducaia_ltda.97bbb859b6d489642d415ccc37cffbbd.html;FAZENDA DE CAFE SANTA MARIA DE CAMANDUCAIA LTDA is located in CAMANDUCAIA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
627;Msg Industria De Alimentos Ltda;0.43;Teresina;Piaui;https://www.dnb.com/business-directory/company-profiles.msg_industria_de_alimentos_ltda.c0d7e68da758912e420a69fd534e56fb.html;MSG INDUSTRIA DE ALIMENTOS LTDA is located in TERESINA, PIAUI, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
628;Dop Cafes Especiais Ltda;0.43;Pinhais;Parana;https://www.dnb.com/business-directory/company-profiles.dop_cafes_especiais_ltda.9517473e0e21bbe72576fd1149c9d08a.html;DOP CAFES ESPECIAIS LTDA is located in PINHAIS, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
629;Eder Prado Moraes;0.43;Caparao;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.eder_prado_moraes.cdc0078c25c2d4b4b9e1eba18aab6362.html;EDER PRADO MORAES is located in CAPARAO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
630;Santa Rosa Industria E Comercio De Cafe Ltda;0.43;Soledade De Minas;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.santa_rosa_industria_e_comercio_de_cafe_ltda.1c58872edf9197a671b6f848bffae96a.html;SANTA ROSA INDUSTRIA E COMERCIO DE CAFE LTDA is located in SOLEDADE DE MINAS, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
631;Agroindustria Ninho Do Beija Flor Ltda;0.43;Malacacheta;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.agroindustria_ninho_do_beija_flor_ltda.03fe29ff3c95e37065bf5c3a43c02ebd.html;AGROINDUSTRIA NINHO DO BEIJA FLOR LTDA is located in MALACACHETA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
632;Esperanca Alimentos Ltda;0.43;Coimbra;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.esperanca_alimentos_ltda.a88aecb7a16b29e504ad5bf28896939d.html;ESPERANCA ALIMENTOS LTDA is located in COIMBRA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
633;Torrefacao E Comercio De Cafe Dona Tereza Ltda;0.43;Capitolio;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.torrefacao_e_comercio_de_cafe_dona_tereza_ltda.39397ffd58d5f14670e0581a234f76ea.html;TORREFACAO E COMERCIO DE CAFE DONA TEREZA LTDA is located in CAPITOLIO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
634;E . Ventura Ramalho & Cia Ltda;0.43;Sao Miguel Do Guapore;Rondonia;https://www.dnb.com/business-directory/company-profiles.e__ventura_ramalho__cia_ltda.ded7c0242f8a45b64a19f1a8340ce8f6.html;E . VENTURA RAMALHO & CIA LTDA is located in SAO MIGUEL DO GUAPORE, RONDONIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
635;Colheita - Torrefacao E Moagem De Cafe Ltda;0.43;Piritiba;Bahia;https://www.dnb.com/business-directory/company-profiles.colheita_-_torrefacao_e_moagem_de_cafe_ltda.7528af6cf538e981e3fbd4559116c563.html;COLHEITA - TORREFACAO E MOAGEM DE CAFE LTDA is located in PIRITIBA, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
636;Industria E Comercio De Cafe Bom Gosto;0.43;Agua Doce Do Norte;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_bom_gosto.4b7e8584f4cfa43a0954dd87da955fbb.html;INDUSTRIA E COMERCIO DE CAFE BOM GOSTO is located in AGUA DOCE DO NORTE, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
637;Comercial De Alimentos Irmaos Alves Ltda;0.43;Curitiba;Parana;https://www.dnb.com/business-directory/company-profiles.comercial_de_alimentos_irmaos_alves_ltda.9e0b88cb3221d749ff5c40b4a3e4486b.html;COMERCIAL DE ALIMENTOS IRMAOS ALVES LTDA is located in CURITIBA, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee; Groceries and related products, nec"
638;Gaf Fernandes Agroindustrial Ltda;0.43;Paula Candido;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.gaf_fernandes_agroindustrial_ltda.7b639a55f745d1eed7afc99a95ec4463.html;GAF FERNANDES AGROINDUSTRIAL LTDA is located in PAULA CANDIDO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
639;Cafe Ouro Rico Ltda;0.43;Rialma;Goias;https://www.dnb.com/business-directory/company-profiles.cafe_ouro_rico_ltda.916467d7833809b70d7ece544e5c3901.html;CAFE OURO RICO LTDA is located in RIALMA, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
640;Industria E Comercio Trespcafe Ltda;0.43;Campos Gerais;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_trespcafe_ltda.7a03897816411d63476f39d0771d2419.html;INDUSTRIA E COMERCIO TRESPCAFE LTDA is located in CAMPOS GERAIS, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
641;Sidal - Souza Industria E Distribuicao De Alimentos Ltda;0.43;Planaltina;Goias;https://www.dnb.com/business-directory/company-profiles.sidal_-_souza_industria_e_distribuicao_de_alimentos_ltda.ffe62bccb714e524f30746ea53462f85.html;SIDAL - SOUZA INDUSTRIA E DISTRIBUICAO DE ALIMENTOS LTDA is located in PLANALTINA, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
642;Cafe Piranguinho Ltda;0.43;Piranguinho;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_piranguinho_ltda.5f5782373eb1857e68e8669ec699cd19.html;CAFE PIRANGUINHO LTDA is located in PIRANGUINHO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
643;V & M Torrefacao Ltda;0.43;Agua Doce Do Norte;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.v__m_torrefacao_ltda.7e7b234fc7bb66c43a3d964a23535878.html;V & M TORREFACAO LTDA is located in AGUA DOCE DO NORTE, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
644;Santos & Dias Ltda;0.43;Guia Lopes Da Laguna;Mato Grosso Do Sul;https://www.dnb.com/business-directory/company-profiles.santos__dias_ltda.77c519f5490e3018ca61a2f1056546c4.html;SANTOS & DIAS LTDA is located in GUIA LOPES DA LAGUNA, MATO GROSSO DO SUL, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
645;Sousa Lobo & Gomes Ltda;0.43;Jussara;Goias;https://www.dnb.com/business-directory/company-profiles.sousa_lobo__gomes_ltda.c7b9a45c85b477de0e14ddb3f664f62a.html;SOUSA LOBO & GOMES LTDA is located in JUSSARA, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
646;Aroma Dourado Torrefacao E Moagem De Cafe Ltda;0.43;Dourado;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.aroma_dourado_torrefacao_e_moagem_de_cafe_ltda.c5a6343c6d7931e3202e7d0d80e4a67a.html;AROMA DOURADO TORREFACAO E MOAGEM DE CAFE LTDA is located in DOURADO, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
647;Agrotriangulo Industria E Comercio De Cereais Ltda;0.43;Coromandel;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.agrotriangulo_industria_e_comercio_de_cereais_ltda.7a8568fc2d1b362fcd3b51ea6b16f3ba.html;AGROTRIANGULO INDUSTRIA E COMERCIO DE CEREAIS LTDA is located in COROMANDEL, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
648;Alfa Industria Comercio Importacao E Exportacao De Cafe Ltda;0.43;Pedralva;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.alfa_industria_comercio_importacao_e_exportacao_de_cafe_ltda.907efb5fac6cc9321c332cade854b309.html;ALFA INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE CAFE LTDA is located in PEDRALVA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
649;V. L. B. Comercio Exportacao E Importacao De Cafe Ltda;0.43;Espirito Santo Do Pinhal;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.v_l_b_comercio_exportacao_e_importacao_de_cafe_ltda.9cf9a36c71a65fd975190dd9d2834c78.html;V. L. B. COMERCIO EXPORTACAO E IMPORTACAO DE CAFE LTDA is located in ESPIRITO SANTO DO PINHAL, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
650;Cipreste Nutricao Vegetal Sustentavel Ltda;0.43;Albertina;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cipreste_nutricao_vegetal_sustentavel_ltda.6de245d329575685e588be7ec9bcd249.html;CIPRESTE NUTRICAO VEGETAL SUSTENTAVEL LTDA is located in ALBERTINA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
651;Cafe Gorutuba Industria E Comercio Eireli;0.43;Janauba;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_gorutuba_industria_e_comercio_eireli.1610f0f2ad34dedab8ab0bf2d8071b2d.html;CAFE GORUTUBA INDUSTRIA E COMERCIO EIRELI is located in JANAUBA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
652;Arco Iris Cafeeira E Armazens Gerais Ltda;0.43;Santo Antonio Do Amparo;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.arco_iris_cafeeira_e_armazens_gerais_ltda.0ca1ac13c89132af253e0a9ec71e2327.html;ARCO IRIS CAFEEIRA E ARMAZENS GERAIS LTDA is located in SANTO ANTONIO DO AMPARO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
653;Palmira Torrefacao E Moagem De Cafe Ltda;0.43;Santos Dumont;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.palmira_torrefacao_e_moagem_de_cafe_ltda.8efed88444c6eabeb94ece59cb57d867.html;PALMIRA TORREFACAO E MOAGEM DE CAFE LTDA is located in SANTOS DUMONT, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
654;Sitio San Martin Alimentos Ltda;0.43;Cacapava Do Sul;Rio Grande Do Sul;https://www.dnb.com/business-directory/company-profiles.sitio_san_martin_alimentos_ltda.d22778adbdbb3ff5129afc2cb6fc8dcb.html;SITIO SAN MARTIN ALIMENTOS LTDA is located in CACAPAVA DO SUL, RIO GRANDE DO SUL, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
655;Comercial Catu Ltda;0.43;Curvelo;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.comercial_catu_ltda.29ec7ff60dd9e88e46e787308a479130.html;COMERCIAL CATU LTDA is located in CURVELO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
